ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
KGC,6663,1.047,5.898,1.341,1.338,1.349,0.896,0.924,1.115,2.273,-0.745,0.294,0.292,0.302,-0.151,-0.123,0.068,1.226,2
KHC,8867,-0.162,3.135,-0.081,-0.126,-0.261,-0.126,-0.261,-0.235,0.068,-1.27,0.081,0.036,-0.099,0.036,-0.099,-0.073,0.231,2
KIDS,3702,-1.394,9.659,0.753,-1.426,-2.708,-1.428,0.216,1.544,-1.051,-3.611,2.147,-0.032,-1.314,-0.034,1.61,2.937,0.342,3
KLAC,8867,0.767,6.002,1.556,1.034,0.624,0.291,0.967,0.976,0.667,-0.304,0.79,0.268,-0.143,-0.476,0.2,0.209,-0.1,2
KLIC,8855,-0.04,6.406,0.202,0.125,-0.107,-0.405,0.418,-0.525,-0.282,-2.48,0.242,0.165,-0.067,-0.365,0.458,-0.485,-0.242,2
KMB,8867,-0.08,2.881,-0.293,-0.074,-0.144,-0.18,-0.271,0.2,0.473,-2.045,-0.213,0.006,-0.065,-0.101,-0.191,0.28,0.553,2
KMX,8867,-0.069,5.929,-0.472,0.557,0.165,-0.35,-0.028,0.411,0.882,-1.556,-0.403,0.626,0.234,-0.281,0.041,0.48,0.952,2
KNSA,5873,0.479,9.059,1.797,0.689,0.151,0.703,1.051,-0.045,-0.18,-3.577,1.318,0.21,-0.329,0.223,0.572,-0.525,-0.659,3
KO,8867,0.11,2.303,0.09,0.0,0.141,0.209,0.14,0.545,0.466,-0.406,-0.02,-0.11,0.031,0.098,0.029,0.434,0.355,2
KOD,4306,-0.499,16.175,-2.061,-2.005,0.0,0.378,-0.884,-1.11,0.312,-5.729,-1.562,-1.506,0.499,0.877,-0.385,-0.611,0.811,1
KPTI,4011,-1.43,16.765,-1.022,-1.531,-0.487,-0.418,-0.756,-1.846,-4.673,-1.998,0.408,-0.1,0.943,1.013,0.675,-0.415,-3.243,1
KRNT,6537,-0.701,9.928,-0.229,-0.709,-1.398,-0.834,0.204,-0.792,-2.786,-0.371,0.472,-0.009,-0.697,-0.134,0.905,-0.091,-2.086,3
KROS,6377,-0.068,10.966,-0.306,-0.295,-0.05,-0.525,-0.268,1.369,-1.265,-0.1,-0.238,-0.227,0.019,-0.457,-0.199,1.437,-1.197,2
KRUS,6909,-0.177,11.607,-0.534,-0.339,0.735,0.331,-1.02,0.102,-2.245,-1.778,-0.357,-0.162,0.912,0.508,-0.843,0.279,-2.068,1
KRYS,8322,0.429,8.386,2.35,1.032,0.117,0.138,1.968,0.32,1.232,-3.852,1.922,0.604,-0.311,-0.291,1.539,-0.108,0.804,3
KTOS,8797,0.368,7.342,-0.102,0.781,0.409,0.074,0.513,-0.053,-0.616,-0.735,-0.47,0.413,0.041,-0.294,0.145,-0.421,-0.984,2
KURA,7601,-0.631,9.08,-0.827,-1.056,-0.231,-0.403,-0.873,-0.995,-0.657,-5.393,-0.196,-0.425,0.401,0.228,-0.241,-0.364,-0.026,1
KYMR,8624,0.051,10.818,0.463,-0.312,-0.388,0.212,-0.501,-0.89,-1.12,-3.373,0.412,-0.363,-0.439,0.16,-0.552,-0.941,-1.171,1
LAMR,8863,0.18,3.605,0.132,0.235,0.255,0.02,-0.134,0.091,0.451,-0.465,-0.048,0.055,0.075,-0.16,-0.315,-0.09,0.27,2
LAND,4467,-0.515,6.092,-1.269,-0.667,-0.347,-0.257,-1.114,0.343,0.821,-8.295,-0.755,-0.152,0.168,0.257,-0.6,0.857,1.336,0
LASR,4202,0.818,12.813,1.339,1.972,1.261,0.429,2.308,0.745,-1.889,-3.848,0.521,1.154,0.443,-0.388,1.49,-0.073,-2.707,3
LAUR,8213,0.618,5.209,0.947,0.799,0.502,0.76,0.709,1.07,0.15,-1.648,0.33,0.181,-0.116,0.143,0.091,0.453,-0.468,2
LBRDA,7429,-0.187,6.674,-0.837,-0.169,0.145,0.155,-0.684,-0.529,-0.267,0.547,-0.65,0.019,0.333,0.342,-0.497,-0.341,-0.08,2
LBRDK,8867,-0.287,6.121,-0.969,-0.117,0.059,-0.08,-1.01,-0.04,-0.546,-2.844,-0.682,0.17,0.346,0.207,-0.723,0.247,-0.259,2
LBTYA,8863,0.0,4.706,0.612,0.256,0.054,-0.468,0.364,-0.094,0.086,-0.583,0.612,0.256,0.054,-0.468,0.364,-0.094,0.086,2
LBTYK,8784,0.0,4.699,0.912,0.276,-0.175,-0.403,0.83,0.694,0.222,-1.554,0.912,0.276,-0.175,-0.403,0.83,0.694,0.222,2
LCID,8744,-1.904,11.09,-0.447,-1.973,-2.657,-1.534,-1.74,-2.402,-3.037,-7.488,1.457,-0.069,-0.752,0.371,0.164,-0.497,-1.133,3
LECO,8866,0.264,3.802,0.291,0.261,0.047,0.227,0.579,0.28,-0.273,-0.616,0.027,-0.003,-0.217,-0.037,0.315,0.016,-0.538,2
LESL,6702,-1.482,10.331,0.184,-1.359,-1.798,-1.453,-0.264,-0.932,-1.539,-4.994,1.666,0.123,-0.315,0.029,1.219,0.55,-0.057,3
LFST,6530,0.0,9.483,-1.316,0.515,0.537,-0.164,-0.923,-0.53,0.358,-8.395,-1.316,0.515,0.537,-0.164,-0.923,-0.53,0.358,0
LFUS,8579,0.332,4.931,0.318,0.318,0.06,0.626,0.43,1.271,0.423,-1.081,-0.014,-0.014,-0.272,0.295,0.098,0.94,0.091,2
LGIH,8767,-0.685,6.937,-0.504,-0.378,-0.518,-0.596,0.01,-1.21,-1.706,-3.948,0.181,0.307,0.167,0.089,0.695,-0.525,-1.02,3
LGND,7424,0.363,6.764,0.534,0.106,-0.427,0.332,0.079,0.155,0.345,-2.742,0.171,-0.257,-0.79,-0.031,-0.285,-0.208,-0.019,2
LI,8867,-0.489,8.665,0.197,-0.644,-1.222,-0.687,0.397,-0.909,-2.854,-3.213,0.686,-0.155,-0.733,-0.198,0.886,-0.419,-2.365,3
LIF,3541,0.764,8.918,0.851,0.513,0.746,1.538,0.17,-0.563,1.234,3.584,0.087,-0.251,-0.018,0.775,-0.594,-1.327,0.47,2
LILAK,7121,0.0,6.725,0.888,0.157,0.131,-0.109,0.62,0.265,-0.985,-5.231,0.888,0.157,0.131,-0.109,0.62,0.265,-0.985,3
LIN,8867,0.361,2.756,0.551,0.254,0.229,0.625,0.293,0.463,0.093,-0.824,0.19,-0.107,-0.133,0.264,-0.069,0.102,-0.268,2
LIND,3610,1.256,15.865,2.057,0.0,3.69,0.093,0.127,0.686,1.313,-6.312,0.801,-1.256,2.434,-1.163,-1.129,-0.571,0.057,0
LINE,3496,-0.816,5.022,0.231,-0.9,-0.959,-0.97,-0.446,-0.572,-0.973,-0.718,1.048,-0.084,-0.143,-0.154,0.371,0.244,-0.157,2
LITE,8867,0.525,8.082,0.545,0.042,0.021,0.439,0.853,1.565,0.387,-2.907,0.02,-0.483,-0.503,-0.085,0.329,1.041,-0.138,2
LIVN,8824,-0.019,5.583,0.294,0.446,0.041,-0.397,0.286,-0.103,-0.408,-0.998,0.313,0.465,0.06,-0.377,0.305,-0.084,-0.389,2
LKFN,5775,-0.18,5.309,0.403,-0.222,-0.309,-0.091,-0.156,-0.592,-0.469,-0.263,0.583,-0.042,-0.128,0.089,0.024,-0.411,-0.289,2
LKQ,8867,0.0,3.951,0.082,0.115,0.08,-0.158,0.173,0.406,-0.616,-0.348,0.082,0.115,0.08,-0.158,0.173,0.406,-0.616,2
LLY,8867,0.724,4.69,0.927,0.34,0.701,0.614,-0.155,1.249,-0.129,-3.92,0.204,-0.384,-0.023,-0.109,-0.879,0.525,-0.853,2
LLYVA,3486,1.102,5.613,0.73,0.395,0.774,1.705,0.09,0.14,-0.442,-3.008,-0.372,-0.707,-0.328,0.603,-1.012,-0.962,-1.544,1
LLYVK,4816,0.82,4.646,1.099,0.391,0.352,1.039,0.568,0.759,-0.19,0.037,0.279,-0.429,-0.468,0.219,-0.252,-0.06,-1.01,2
LMAT,5781,0.517,5.719,1.731,0.874,0.27,0.204,1.945,-0.352,-0.244,-2.082,1.214,0.357,-0.247,-0.313,1.427,-0.869,-0.761,3
LMB,4796,1.127,9.284,0.585,0.741,1.83,1.22,0.973,1.965,1.044,-2.145,-0.542,-0.386,0.703,0.093,-0.154,0.838,-0.083,2
LMT,8867,0.232,3.475,0.237,0.203,0.359,0.315,0.279,0.191,0.169,0.231,0.004,-0.03,0.127,0.082,0.046,-0.042,-0.064,2
LNG,8867,0.327,4.117,1.194,0.486,0.054,0.104,1.008,0.074,0.486,-1.93,0.867,0.159,-0.273,-0.223,0.681,-0.253,0.159,2
LNT,8867,0.255,2.682,0.268,0.534,0.514,0.188,0.627,0.071,0.514,0.039,0.013,0.279,0.26,-0.067,0.372,-0.184,0.259,2
LNTH,8744,0.483,8.452,-0.338,0.529,1.234,0.247,0.509,0.603,0.091,-3.621,-0.821,0.047,0.751,-0.235,0.026,0.12,-0.392,0
LOGI,8867,0.287,4.995,0.374,0.195,-0.214,0.293,0.427,-0.227,0.152,0.386,0.087,-0.093,-0.501,0.005,0.14,-0.514,-0.135,2
LOPE,8816,0.373,4.252,0.475,0.134,0.446,0.243,-0.1,0.608,0.045,-0.526,0.102,-0.24,0.072,-0.131,-0.473,0.235,-0.328,2
LOVE,7103,-0.658,10.839,-0.878,-0.852,-1.342,0.265,-0.277,-0.463,-2.072,-4.665,-0.221,-0.195,-0.684,0.922,0.381,0.195,-1.414,1
LOW,8867,0.097,3.595,0.075,0.128,0.424,-0.117,0.234,-0.292,0.665,-0.785,-0.022,0.031,0.328,-0.213,0.138,-0.389,0.569,2
LPLA,8867,0.698,5.069,1.326,0.827,0.346,0.188,1.274,0.82,0.988,-5.81,0.628,0.129,-0.352,-0.51,0.575,0.122,0.29,2
LPRO,3867,-1.707,9.589,-0.92,-1.916,-2.642,-2.451,-1.265,0.292,-3.927,-7.393,0.788,-0.209,-0.935,-0.744,0.442,1.999,-2.22,3
LQDA,5731,1.536,11.343,3.008,1.468,1.122,1.459,1.607,1.715,1.892,-0.56,1.471,-0.068,-0.415,-0.078,0.07,0.178,0.355,2
LQDT,3134,1.214,10.758,1.167,1.159,2.884,1.015,-0.077,0.938,2.212,-12.737,-0.047,-0.055,1.671,-0.199,-1.291,-0.276,0.998,0
LRCX,8867,0.889,6.473,1.22,1.646,0.781,0.777,0.619,0.668,1.886,-0.973,0.331,0.757,-0.108,-0.111,-0.27,-0.221,0.997,2
LSCC,8867,0.587,7.445,0.614,1.281,0.102,0.244,1.715,0.623,0.07,1.494,0.026,0.694,-0.486,-0.344,1.127,0.036,-0.517,2
LSTR,8863,0.057,3.776,0.421,0.484,-0.201,-0.442,0.859,-0.152,-0.282,0.371,0.364,0.426,-0.258,-0.499,0.802,-0.209,-0.339,2
LULU,8867,-0.258,5.99,-0.581,-0.396,-0.218,0.201,-1.062,0.096,0.816,-4.168,-0.323,-0.138,0.04,0.459,-0.804,0.354,1.074,2
LUNR,4257,-0.11,17.438,-3.551,0.479,0.377,0.113,-0.865,-1.955,-2.834,-0.952,-3.442,0.589,0.487,0.223,-0.755,-1.845,-2.725,0
LUV,8867,0.179,5.525,0.184,0.13,-0.417,-0.031,0.773,0.24,0.286,-3.938,0.005,-0.049,-0.596,-0.21,0.595,0.061,0.108,2
LVS,8867,-0.149,5.526,0.29,-0.179,-0.353,-0.212,0.284,-0.088,0.531,-3.886,0.439,-0.029,-0.204,-0.063,0.433,0.061,0.68,2
LWLG,3249,-1.178,16.169,-0.568,-1.627,-1.716,-1.39,-2.525,-2.947,6.828,-9.753,0.61,-0.449,-0.538,-0.212,-1.346,-1.768,8.007,0
LYFT,8867,-0.701,9.609,-0.496,-0.557,-1.586,-0.427,-0.785,-1.171,-0.668,-6.393,0.204,0.144,-0.886,0.274,-0.084,-0.47,0.033,3
LZ,8521,-0.336,8.263,0.392,0.0,-0.612,-0.377,0.117,-1.112,0.256,-1.57,0.728,0.336,-0.276,-0.041,0.453,-0.776,0.592,3
MA,8867,0.385,3.29,0.699,0.594,0.429,0.125,0.697,0.17,-0.114,-0.019,0.314,0.209,0.044,-0.26,0.312,-0.215,-0.499,2
MANH,8866,0.255,5.463,0.746,-0.183,0.294,0.229,0.185,0.996,-0.289,-1.174,0.49,-0.439,0.039,-0.026,-0.071,0.74,-0.544,2
MAR,8867,0.558,4.045,0.826,0.669,0.409,0.387,0.781,0.855,0.107,-1.777,0.268,0.112,-0.149,-0.171,0.223,0.297,-0.451,2
MARA,8745,-0.898,15.06,-2.669,-0.969,-0.181,0.551,-1.481,-2.051,-3.819,-7.437,-1.771,-0.071,0.717,1.449,-0.583,-1.153,-2.921,1
MASI,8643,0.007,6.049,-0.117,0.079,-0.037,0.02,-0.052,-0.292,0.675,0.722,-0.123,0.072,-0.044,0.013,-0.059,-0.299,0.669,2
MAT,8867,-0.103,5.06,0.682,-0.057,-0.235,-0.245,0.563,0.572,0.465,-0.636,0.785,0.046,-0.132,-0.142,0.666,0.675,0.568,2
MATW,3557,-0.666,7.482,-0.435,-0.235,-0.613,-1.613,0.626,1.048,-0.686,-3.521,0.231,0.431,0.053,-0.947,1.292,1.714,-0.02,3
MBLY,6544,-0.602,8.584,-0.554,-0.634,0.611,-0.692,-1.133,-1.884,0.051,-2.676,0.048,-0.031,1.214,-0.09,-0.531,-1.282,0.653,0
MBUU,6622,-0.551,6.816,0.616,-0.665,-0.62,-0.589,0.045,-1.59,-2.388,-1.505,1.168,-0.114,-0.069,-0.038,0.596,-1.039,-1.837,3
MCD,8867,0.095,2.454,0.051,0.187,0.25,0.056,-0.088,0.144,0.168,-0.553,-0.044,0.092,0.155,-0.039,-0.183,0.049,0.073,2
MCHP,8867,-0.081,6.042,0.525,0.188,-0.082,-0.168,0.961,-0.352,-0.592,-1.945,0.607,0.269,-0.001,-0.087,1.042,-0.27,-0.511,2
MCO,8867,0.272,3.672,0.013,0.494,0.218,0.135,0.159,0.422,0.116,-5.377,-0.259,0.222,-0.054,-0.137,-0.113,0.15,-0.156,2
MCRI,4882,0.564,6.035,-0.34,0.708,1.159,0.559,-0.403,0.699,0.558,-4.111,-0.904,0.144,0.595,-0.005,-0.967,0.135,-0.006,0
MDB,8867,0.203,9.891,0.775,0.583,0.927,0.527,0.406,0.687,-0.286,-1.534,0.572,0.38,0.724,0.324,0.203,0.484,-0.489,2
MDGL,8650,-0.361,9.36,0.358,-0.127,-0.85,-0.678,-0.057,-0.261,0.313,-2.685,0.719,0.234,-0.489,-0.317,0.304,0.1,0.674,3
MDLZ,8867,0.141,2.727,0.137,0.207,0.192,0.266,0.163,0.45,0.427,-0.952,-0.004,0.066,0.051,0.125,0.022,0.309,0.285,2
MDXG,3121,-0.127,11.317,-0.323,-0.706,-0.168,0.215,-1.689,1.552,0.036,-3.903,-0.196,-0.579,-0.042,0.341,-1.562,1.679,0.163,1
MEDP,8862,0.573,6.8,1.918,1.582,0.774,0.339,1.644,0.581,0.625,-7.846,1.346,1.009,0.201,-0.233,1.072,0.008,0.053,3
MELI,8867,-0.011,6.906,0.076,-0.006,-0.083,-0.317,0.212,-0.416,0.356,-3.224,0.087,0.006,-0.072,-0.306,0.223,-0.405,0.367,2
MEOH,8624,0.397,5.909,0.573,0.734,0.176,0.407,0.582,0.072,0.366,-5.532,0.176,0.336,-0.222,0.009,0.185,-0.325,-0.032,2
META,7827,0.611,7.059,0.332,0.648,0.595,0.857,0.882,0.706,1.517,-1.341,-0.278,0.037,-0.015,0.247,0.272,0.096,0.906,2
METC,6801,-0.349,13.076,1.409,-0.48,-1.025,0.03,-0.434,-1.19,-2.208,-8.648,1.759,-0.131,-0.676,0.38,-0.084,-0.841,-1.858,3
MFIC,3781,0.0,4.582,-0.205,-0.592,0.821,0.269,-0.579,0.981,0.842,0.433,-0.205,-0.592,0.821,0.269,-0.579,0.981,0.842,2
MGEE,5726,0.013,4.224,0.73,0.26,-0.189,0.22,0.489,0.172,0.351,-0.201,0.717,0.247,-0.202,0.208,0.476,0.159,0.338,2
MGM,8867,0.156,5.454,-0.042,0.339,0.679,-0.026,-0.118,-0.031,-0.309,-2.13,-0.198,0.183,0.523,-0.182,-0.274,-0.188,-0.465,2
MGNI,8798,-0.245,10.19,-0.44,0.329,-0.12,-0.162,0.32,-0.08,-0.652,0.567,-0.194,0.575,0.125,0.083,0.566,0.165,-0.406,2
MGPI,7064,-0.174,5.913,-0.344,0.009,-0.166,-0.28,-0.329,-0.436,0.137,-1.576,-0.171,0.183,0.008,-0.107,-0.156,-0.263,0.311,2
MGRC,6778,0.14,4.176,0.387,0.416,-0.133,0.273,0.38,-0.423,-0.065,-1.454,0.247,0.277,-0.273,0.133,0.24,-0.563,-0.205,2
MIDD,8867,0.152,4.904,0.42,-0.02,0.505,0.213,-0.243,-0.25,-0.425,-1.4,0.268,-0.172,0.353,0.06,-0.395,-0.403,-0.577,2
MIRM,7099,0.614,7.434,1.377,0.732,0.242,0.31,1.83,1.474,1.609,-0.018,0.763,0.118,-0.372,-0.304,1.216,0.86,0.995,2
MITK,4696,-0.355,8.735,0.57,0.216,-0.752,-1.171,0.724,0.07,1.317,-0.601,0.925,0.571,-0.397,-0.816,1.079,0.425,1.672,3
MKSI,8867,0.298,6.844,0.184,0.829,0.049,0.458,0.733,-0.638,1.819,-3.172,-0.114,0.531,-0.249,0.161,0.436,-0.936,1.522,2
MKTX,8867,-0.416,5.243,-0.644,-0.429,-0.506,-0.474,-0.387,-0.018,-0.182,-4.012,-0.228,-0.013,-0.09,-0.058,0.028,0.398,0.234,2
MLAB,4815,-0.563,8.651,0.329,-0.202,-0.867,-0.369,0.329,-1.871,-1.275,-5.748,0.892,0.361,-0.305,0.193,0.892,-1.309,-0.712,3
MLKN,7863,0.0,6.634,-0.12,0.162,0.702,-0.391,0.054,-0.073,0.125,-1.235,-0.12,0.162,0.702,-0.391,0.054,-0.073,0.125,2
MLTX,5698,0.258,12.618,2.797,0.886,0.742,-0.284,1.964,0.184,0.359,-0.894,2.539,0.628,0.484,-0.542,1.706,-0.074,0.101,3
MLYS,3034,-0.663,14.795,1.25,-0.739,-0.502,-1.104,0.717,-0.291,0.864,0.708,1.912,-0.077,0.161,-0.442,1.38,0.371,1.527,3
MMM,8867,-0.118,3.831,-0.061,-0.143,0.054,-0.138,0.289,-0.126,0.873,-1.282,0.058,-0.025,0.172,-0.02,0.407,-0.008,0.991,2
MMSI,8811,0.248,3.996,0.457,0.42,0.132,-0.014,0.909,0.087,0.402,-1.008,0.209,0.172,-0.116,-0.262,0.66,-0.162,0.153,2
MMYT,8226,0.243,6.809,1.321,-0.211,-0.813,0.176,1.524,1.555,-0.199,-1.601,1.077,-0.454,-1.057,-0.067,1.28,1.312,-0.442,3
MNDY,8817,-0.297,10.258,0.308,-0.297,-0.526,-0.974,-0.723,-0.26,-0.047,-8.61,0.606,0.0,-0.229,-0.676,-0.425,0.037,0.251,0
MNRO,8475,-0.541,6.149,-0.387,-0.408,-0.401,-0.309,-0.427,-0.763,-0.676,-1.206,0.153,0.133,0.14,0.232,0.114,-0.222,-0.135,2
MNST,8867,0.358,3.237,-0.022,0.586,0.476,0.396,-0.022,-0.144,-0.02,-0.84,-0.38,0.228,0.118,0.038,-0.38,-0.503,-0.378,2
MO,8867,0.288,3.026,0.597,0.418,0.02,0.353,0.283,0.165,0.433,-0.788,0.309,0.129,-0.268,0.065,-0.005,-0.124,0.144,2
MORN,8659,0.078,4.602,0.084,-0.023,-0.079,-0.067,0.113,-0.392,0.101,-1.548,0.005,-0.101,-0.157,-0.145,0.035,-0.47,0.023,2
MPC,8867,0.821,4.75,0.925,0.503,0.731,0.934,1.009,0.372,1.684,1.448,0.104,-0.318,-0.09,0.113,0.188,-0.449,0.863,2
MPWR,8867,0.741,6.89,0.651,1.265,0.561,0.638,1.393,0.166,1.109,-5.365,-0.09,0.524,-0.179,-0.102,0.653,-0.575,0.369,2
MQ,8845,-0.313,8.34,1.256,-0.126,-0.252,-0.675,0.988,-2.146,0.836,-5.635,1.569,0.187,0.061,-0.362,1.301,-1.833,1.149,3
MRCY,8773,-0.019,6.511,-0.039,0.113,-0.466,-0.216,0.124,-0.126,0.054,-3.573,-0.019,0.132,-0.447,-0.197,0.144,-0.107,0.074,2
MRK,8867,0.104,3.516,-0.06,0.15,0.249,0.249,0.078,0.191,-0.406,-1.055,-0.165,0.046,0.145,0.145,-0.027,0.087,-0.51,2
MRNA,8867,-0.327,9.887,-1.176,0.193,-0.494,-0.477,-1.061,-0.331,-2.063,-4.828,-0.849,0.52,-0.167,-0.15,-0.734,-0.004,-1.736,0
MRTN,5788,-0.117,5.201,-0.423,-0.076,-0.516,-0.168,-0.416,0.099,0.655,-0.858,-0.307,0.04,-0.399,-0.051,-0.299,0.216,0.772,2
MRVI,6344,-0.626,9.789,0.096,-0.358,-0.217,-0.968,0.926,-1.866,-0.87,-6.65,0.722,0.269,0.41,-0.342,1.552,-1.239,-0.243,3
MRVL,8867,0.715,8.376,1.083,1.315,0.157,0.277,1.197,-1.022,-0.074,-4.478,0.368,0.599,-0.559,-0.439,0.481,-1.737,-0.789,3
MRX,3438,1.086,6.131,1.051,1.408,1.084,0.972,1.316,0.129,2.468,-0.339,-0.035,0.322,-0.002,-0.114,0.231,-0.957,1.382,2
MS,8867,0.44,4.121,0.319,0.599,0.69,0.361,0.741,0.469,0.141,-0.636,-0.121,0.159,0.25,-0.079,0.301,0.029,-0.299,2
MSEX,5465,-0.272,5.59,-0.523,-0.357,0.057,-0.262,-0.338,-0.194,0.944,-2.758,-0.251,-0.085,0.329,0.01,-0.066,0.078,1.216,2
MSFT,8867,0.368,3.731,-0.095,0.365,0.459,0.208,0.535,0.461,0.202,-3.453,-0.463,-0.004,0.091,-0.161,0.167,0.093,-0.166,2
MSTR,8867,-0.283,12.887,-0.81,-0.528,0.125,-0.46,-1.334,0.0,0.204,-3.987,-0.527,-0.244,0.408,-0.177,-1.05,0.283,0.488,0
MTCH,8867,-0.291,5.851,-0.03,-0.322,-0.248,-0.51,-0.28,-0.776,0.34,-1.692,0.261,-0.031,0.043,-0.219,0.012,-0.484,0.632,2
MTDR,8867,0.39,6.658,1.11,0.233,0.47,0.258,0.707,0.633,0.469,-3.446,0.72,-0.157,0.08,-0.132,0.316,0.243,0.079,2
MTSI,8859,0.628,6.067,0.571,1.085,0.516,0.29,0.928,0.364,0.817,-4.83,-0.057,0.457,-0.112,-0.338,0.3,-0.264,0.189,2
MU,8867,0.57,8.018,0.043,0.418,0.632,0.393,0.452,0.932,1.735,-2.325,-0.527,-0.152,0.063,-0.177,-0.117,0.363,1.165,2
MXL,8822,0.364,10.776,0.689,0.454,0.282,0.078,0.078,-0.385,2.082,-8.178,0.325,0.09,-0.082,-0.286,-0.286,-0.749,1.718,0
MYGN,7470,-0.584,8.218,0.151,-0.832,-0.528,-0.495,0.409,-1.199,-1.004,-2.005,0.736,-0.248,0.056,0.09,0.993,-0.614,-0.42,3
MYRG,7859,0.696,6.447,0.51,1.154,0.798,1.071,0.586,1.672,1.609,-2.654,-0.186,0.458,0.102,0.375,-0.11,0.976,0.913,2
NAMS,3638,0.16,12.462,0.399,-0.169,0.076,-1.018,1.536,-0.537,1.815,0.417,0.239,-0.329,-0.084,-1.178,1.376,-0.697,1.655,3
NAVI,8486,-0.06,4.852,0.359,-0.066,-0.116,-0.449,0.346,-0.905,-0.34,-0.848,0.419,-0.006,-0.056,-0.389,0.406,-0.845,-0.28,2
NBIS,3072,2.302,15.479,4.948,2.256,0.181,2.38,8.771,2.797,2.578,-1.769,2.645,-0.046,-2.122,0.078,6.468,0.494,0.276,3
NBIX,8867,0.466,4.465,0.347,0.835,0.525,0.323,0.752,0.553,-0.048,-2.178,-0.12,0.369,0.058,-0.144,0.286,0.087,-0.515,2
NBTB,5276,0.199,5.165,-0.126,0.144,-0.025,-0.224,-0.619,-0.164,0.317,-2.227,-0.325,-0.056,-0.224,-0.424,-0.818,-0.363,0.118,2
NCLH,8867,0.0,7.828,0.127,-0.149,0.301,0.491,-0.052,0.255,-1.182,-6.062,0.127,-0.149,0.301,0.491,-0.052,0.255,-1.182,1
NCNO,8848,-0.255,7.288,0.366,-0.115,-0.143,-0.728,0.133,-0.438,-0.936,-2.897,0.621,0.14,0.112,-0.473,0.388,-0.183,-0.681,2
NDAQ,8867,0.331,3.411,0.046,0.423,0.525,0.095,0.33,0.733,0.386,-1.241,-0.284,0.092,0.194,-0.236,-0.0,0.402,0.056,2
NDSN,8864,0.274,3.329,0.272,0.572,0.338,0.004,0.295,0.285,0.097,-1.352,-0.002,0.298,0.064,-0.27,0.021,0.011,-0.177,2
NEE,8867,0.401,3.723,-0.083,0.317,0.445,0.166,0.19,0.709,0.779,0.581,-0.484,-0.084,0.044,-0.235,-0.211,0.308,0.378,2
NEM,8867,0.313,5.431,0.125,0.182,0.803,0.624,0.245,0.542,0.288,-1.851,-0.188,-0.132,0.49,0.311,-0.068,0.229,-0.025,2
NEO,8654,-0.552,9.673,0.208,-0.499,-0.547,-0.632,-0.074,-0.696,-1.721,-4.064,0.76,0.054,0.005,-0.08,0.479,-0.144,-1.169,3
NEOG,8617,-0.483,6.716,-1.393,-0.625,-0.55,-0.635,-0.542,-0.731,-0.822,-1.812,-0.911,-0.142,-0.068,-0.152,-0.059,-0.249,-0.34,2
NET,8867,0.651,10.051,1.583,0.373,0.506,1.097,1.335,0.173,0.246,-6.636,0.933,-0.278,-0.145,0.446,0.684,-0.478,-0.405,3
NEXT,5369,0.365,10.841,0.617,0.943,0.639,-0.807,-0.42,0.0,-1.316,-2.482,0.252,0.578,0.274,-1.172,-0.785,-0.365,-1.681,0
NFE,6763,-1.125,9.602,-0.206,-0.983,-1.376,-1.207,0.142,-0.814,-0.23,-3.393,0.919,0.141,-0.252,-0.082,1.266,0.31,0.894,3
NFLX,8867,0.172,6.337,0.103,-0.12,0.411,-0.143,0.0,0.068,-0.84,-0.454,-0.07,-0.292,0.238,-0.315,-0.172,-0.105,-1.012,2
NIO,6503,-1.342,9.926,-1.064,-0.93,-1.364,-2.268,-1.218,-2.729,-0.077,-8.729,0.278,0.412,-0.022,-0.927,0.123,-1.387,1.265,0
NKTR,5166,-0.725,17.25,-0.362,-1.964,-1.094,0.137,-1.578,2.38,-4.654,-10.417,0.364,-1.239,-0.369,0.862,-0.853,3.106,-3.928,1
NMFC,5305,-0.238,3.415,0.599,-0.419,-0.381,-0.262,0.091,0.169,-0.711,-2.239,0.837,-0.181,-0.142,-0.023,0.329,0.407,-0.473,2
NMIH,8322,0.554,4.199,0.131,0.768,0.438,0.423,0.264,-0.073,0.383,-0.936,-0.422,0.215,-0.115,-0.13,-0.289,-0.626,-0.171,2
NMRK,8163,0.585,6.35,0.311,0.565,0.827,0.616,1.094,1.681,1.017,-1.688,-0.274,-0.02,0.242,0.032,0.509,1.096,0.432,2
NN,3860,1.005,10.903,0.831,1.033,-0.259,1.415,0.799,1.961,-2.679,2.23,-0.174,0.028,-1.264,0.41,-0.206,0.956,-3.684,1
NNE,3723,-0.498,17.882,2.418,-0.965,-0.334,-0.311,2.452,-1.856,1.181,3.057,2.915,-0.467,0.164,0.186,2.95,-1.359,1.679,3
NNOX,5488,-2.204,13.2,-2.268,-1.389,-1.118,-1.149,-1.591,-2.129,-0.816,-1.821,-0.064,0.816,1.086,1.055,0.613,0.075,1.388,0
NOV,8867,0.098,6.005,0.566,0.8,-0.053,-0.371,0.972,0.107,-0.015,-1.446,0.468,0.701,-0.151,-0.469,0.873,0.009,-0.113,2
NOVT,8425,0.143,5.49,0.696,0.319,-0.4,-0.153,0.494,-0.058,-0.534,-4.07,0.553,0.175,-0.543,-0.297,0.35,-0.201,-0.677,2
