ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
PHAT,4887,-0.766,14.862,-0.623,-0.509,-0.786,-0.841,-0.461,-1.297,-5.328,-1.756,0.143,0.257,-0.02,-0.075,0.306,-0.531,-4.562,1
PHG,8864,-0.068,5.147,0.0,0.052,0.017,0.0,0.072,-0.067,-0.17,-0.811,0.068,0.119,0.084,0.068,0.14,0.001,-0.102,0
PHIN,5313,0.965,4.998,0.53,1.293,1.423,0.491,0.889,0.275,1.465,-1.03,-0.436,0.327,0.457,-0.474,-0.076,-0.69,0.5,0
PHM,8867,0.329,4.563,0.19,0.41,0.575,-0.108,0.261,0.193,0.448,-2.169,-0.138,0.081,0.246,-0.436,-0.068,-0.135,0.12,0
PHR,8307,-0.257,8.925,-0.284,-0.259,0.085,-0.196,0.233,0.0,-0.474,-3.551,-0.027,-0.002,0.343,0.061,0.491,0.257,-0.217,2
PI,8730,0.684,9.905,0.294,1.193,0.996,1.099,0.981,0.684,-0.324,-8.744,-0.39,0.508,0.312,0.414,0.297,-0.001,-1.008,2
PII,8867,-0.197,5.24,-0.009,0.015,-0.147,-0.441,-0.263,-0.358,0.038,-2.957,0.187,0.211,0.05,-0.244,-0.066,-0.161,0.235,0
PINS,8867,-0.084,7.423,0.308,0.163,-0.516,-0.338,-0.077,-0.372,-0.208,-0.409,0.391,0.247,-0.433,-0.254,0.007,-0.289,-0.125,0
PIPR,7975,0.425,5.277,-0.409,0.582,0.773,0.892,0.381,0.209,0.837,-3.332,-0.834,0.158,0.348,0.467,-0.044,-0.215,0.412,2
PJT,8511,0.609,4.352,-0.011,0.731,1.164,0.409,0.882,0.523,0.631,-0.958,-0.62,0.122,0.555,-0.2,0.273,-0.086,0.022,0
PK,8867,-0.072,5.243,0.974,0.0,-0.412,-0.184,0.193,0.0,-0.332,-2.891,1.046,0.072,-0.339,-0.112,0.265,0.072,-0.259,0
PKG,8867,0.357,3.404,0.892,0.466,0.131,0.141,0.86,0.307,0.701,-0.527,0.534,0.109,-0.226,-0.216,0.502,-0.05,0.344,0
PL,3579,0.728,12.818,0.198,0.485,0.476,1.788,1.753,0.921,-1.498,2.72,-0.53,-0.242,-0.252,1.06,1.025,0.193,-2.226,0
PLAB,8101,0.292,8.6,1.076,0.349,-0.028,0.868,-0.139,0.132,-0.34,1.442,0.785,0.058,-0.319,0.577,-0.43,-0.16,-0.632,0
PLAY,8866,-0.497,8.338,-0.118,-0.758,-0.208,-0.295,-0.131,-0.048,-0.728,-7.686,0.378,-0.261,0.289,0.202,0.365,0.449,-0.231,2
PLD,8867,0.347,3.826,-0.319,0.727,0.703,0.171,0.068,0.684,-0.363,-1.369,-0.666,0.38,0.356,-0.177,-0.279,0.336,-0.711,2
PLMR,7441,0.099,6.624,0.498,0.202,0.459,0.098,0.426,0.422,-0.305,-0.255,0.399,0.103,0.359,-0.001,0.327,0.323,-0.405,0
PLNT,8867,-0.067,5.528,0.482,0.351,-0.025,-0.109,0.111,-0.074,-0.733,0.333,0.548,0.418,0.042,-0.042,0.178,-0.007,-0.666,0
PLOW,3369,0.514,7.957,0.739,-0.11,-0.11,0.022,0.676,1.002,1.31,-5.079,0.225,-0.624,-0.625,-0.492,0.162,0.488,0.796,0
PLTK,5887,-0.427,7.054,0.67,0.429,-0.858,-1.046,0.519,-0.179,0.398,0.599,1.097,0.856,-0.431,-0.619,0.946,0.248,0.825,1
PLTR,8867,0.683,9.582,-0.186,1.185,1.164,0.674,0.304,0.15,0.364,-5.592,-0.869,0.502,0.481,-0.009,-0.378,-0.533,-0.319,2
PLUG,4149,-1.765,11.054,-1.101,-2.132,-2.649,-0.997,-0.863,0.907,-2.453,-0.261,0.665,-0.367,-0.884,0.768,0.902,2.672,-0.688,3
PLUS,5953,0.297,6.369,1.759,0.402,-0.091,0.489,1.198,0.047,-0.706,-3.841,1.462,0.105,-0.388,0.192,0.901,-0.25,-1.003,1
PLXS,7773,0.574,4.738,0.694,0.667,0.496,0.865,0.558,0.221,0.825,-3.96,0.12,0.093,-0.079,0.29,-0.016,-0.353,0.251,0
PM,8867,0.339,3.357,0.34,0.293,0.385,0.257,0.58,0.507,0.597,-0.929,0.001,-0.045,0.046,-0.081,0.241,0.169,0.258,0
PMT,8383,-0.073,4.428,-0.099,0.0,0.0,-0.143,-0.151,-0.522,0.525,-3.275,-0.026,0.073,0.073,-0.07,-0.078,-0.449,0.598,0
PNC,8867,0.242,3.854,0.198,0.085,0.601,0.241,0.352,0.17,0.822,-1.142,-0.044,-0.158,0.358,-0.001,0.109,-0.073,0.58,0
PNFP,8860,0.092,5.045,-0.105,0.056,0.0,0.147,0.422,0.454,-0.715,-1.214,-0.197,-0.036,-0.092,0.054,0.329,0.362,-0.807,0
PNR,8867,0.151,3.929,0.074,0.299,-0.07,-0.326,0.18,-0.22,0.588,0.16,-0.076,0.149,-0.22,-0.476,0.03,-0.37,0.437,0
PNTG,3468,0.585,10.096,0.491,0.713,1.22,0.319,1.485,-0.356,-1.138,-5.828,-0.094,0.128,0.635,-0.266,0.9,-0.941,-1.723,2
PNW,8867,0.27,2.839,-0.075,0.27,0.346,0.261,-0.022,0.294,0.479,0.248,-0.344,0.0,0.076,-0.009,-0.291,0.025,0.21,0
PODD,8867,-0.119,5.809,0.217,-0.075,-0.248,-0.049,-0.136,-0.256,0.782,-1.971,0.335,0.044,-0.129,0.07,-0.017,-0.137,0.901,0
POOL,8867,-0.358,4.726,0.108,-0.006,-0.668,-0.725,0.093,-1.077,0.546,-0.764,0.466,0.352,-0.31,-0.368,0.451,-0.719,0.904,0
POR,8867,0.281,2.8,0.024,0.64,0.269,0.226,0.142,0.038,0.096,-0.42,-0.257,0.359,-0.012,-0.055,-0.139,-0.243,-0.185,0
POST,8867,-0.039,3.679,0.213,-0.099,-0.283,-0.159,-0.016,0.011,0.267,-0.662,0.252,-0.06,-0.244,-0.12,0.023,0.05,0.306,0
POWI,8859,-0.232,6.168,0.226,-0.086,-0.679,-0.234,0.104,0.427,0.132,-1.795,0.457,0.145,-0.447,-0.003,0.335,0.658,0.363,0
POWL,5593,1.802,11.392,1.893,1.503,2.345,2.696,1.177,1.863,0.485,-2.055,0.09,-0.299,0.543,0.893,-0.625,0.061,-1.317,2
PPC,8755,0.235,4.519,-0.1,0.1,0.247,0.265,0.221,0.244,0.549,-1.047,-0.334,-0.135,0.012,0.03,-0.014,0.009,0.314,0
PPG,8867,-0.056,3.741,-0.044,-0.221,-0.069,-0.234,-0.396,0.046,-0.383,-0.44,0.012,-0.165,-0.013,-0.178,-0.34,0.102,-0.327,0
PPL,8867,0.293,2.715,0.033,0.314,0.333,0.431,0.043,0.229,0.344,-2.246,-0.26,0.021,0.04,0.138,-0.25,-0.064,0.051,0
PPTA,3088,2.102,12.262,4.363,1.477,1.758,3.169,2.788,1.964,-0.618,2.208,2.262,-0.625,-0.343,1.067,0.686,-0.138,-2.719,0
PR,6805,0.669,5.87,1.239,-0.255,0.568,0.667,0.544,-0.075,1.046,1.104,0.571,-0.924,-0.101,-0.001,-0.125,-0.744,0.378,0
PRA,4055,0.081,7.914,0.021,0.205,0.083,0.043,0.126,-0.041,0.204,-0.487,-0.061,0.124,0.002,-0.038,0.045,-0.122,0.123,0
PRAA,6014,-0.191,9.581,-0.406,-0.128,-0.319,-0.276,0.334,0.378,0.281,-2.314,-0.214,0.063,-0.128,-0.085,0.525,0.569,0.472,0
PRAX,5135,1.169,16.818,1.884,2.035,1.027,0.81,2.218,0.443,2.035,-3.07,0.716,0.866,-0.141,-0.359,1.05,-0.725,0.866,1
PRCH,3960,-0.738,12.7,-1.29,-0.737,-0.646,0.0,-0.344,0.799,0.897,-5.602,-0.552,0.001,0.092,0.738,0.394,1.537,1.635,3
PRCT,8087,-0.754,8.7,0.601,-0.971,-0.983,-0.84,-0.245,-1.991,-0.447,-6.586,1.355,-0.217,-0.229,-0.086,0.509,-1.237,0.307,1
PRDO,6701,0.347,5.995,1.241,0.385,-0.082,0.138,0.424,0.52,-0.719,-2.407,0.894,0.038,-0.429,-0.209,0.077,0.173,-1.066,0
PRG,8395,0.066,7.303,0.221,0.545,-0.119,-0.139,-0.105,-0.516,0.744,-1.868,0.154,0.479,-0.185,-0.206,-0.171,-0.582,0.678,0
PRGO,8867,-0.283,5.449,-0.483,-0.347,0.0,-0.361,-0.501,-0.335,1.611,-1.643,-0.2,-0.063,0.283,-0.078,-0.218,-0.051,1.894,0
PRGS,8606,-0.087,4.916,0.729,0.117,0.185,-0.312,0.212,0.192,-0.713,-2.093,0.816,0.204,0.272,-0.225,0.299,0.279,-0.626,0
PRI,8787,0.619,3.538,0.427,0.798,0.667,0.352,0.674,0.332,0.398,0.157,-0.192,0.179,0.048,-0.267,0.055,-0.287,-0.221,0
PRIM,8037,1.12,6.749,2.05,1.412,1.328,0.801,1.774,1.536,-1.354,-1.747,0.93,0.292,0.208,-0.319,0.654,0.416,-2.474,0
PRK,3613,0.25,6.061,0.693,0.185,0.047,0.251,0.965,0.32,0.052,-4.853,0.443,-0.064,-0.203,0.001,0.716,0.07,-0.198,0
PRKS,4280,0.255,5.747,-0.372,0.743,0.499,0.0,0.31,-1.382,0.041,0.613,-0.627,0.488,0.244,-0.255,0.055,-1.637,-0.214,0
PRLB,6222,0.331,8.034,1.077,0.04,0.361,0.023,0.598,0.444,-2.64,-1.792,0.746,-0.291,0.03,-0.308,0.267,0.113,-2.971,0
PRM,6037,0.499,7.529,1.017,-0.269,0.06,1.344,0.491,1.125,0.0,-1.604,0.518,-0.768,-0.439,0.845,-0.008,0.626,-0.499,0
PRTA,7551,-0.662,9.465,0.333,-0.441,-1.017,-1.173,0.161,-0.194,-1.062,-6.569,0.995,0.221,-0.355,-0.511,0.823,0.468,-0.4,1
PRU,8867,0.314,3.618,0.308,0.451,0.23,0.084,0.486,0.227,1.002,-0.655,-0.006,0.137,-0.084,-0.23,0.172,-0.088,0.688,0
PRVA,8697,-0.25,6.683,-0.851,0.252,0.0,-0.15,-0.402,0.743,0.354,-3.498,-0.601,0.502,0.25,0.1,-0.152,0.994,0.604,2
PSA,8867,0.155,3.413,-0.187,0.211,0.27,0.205,0.013,-0.176,0.444,-0.141,-0.342,0.056,0.115,0.049,-0.143,-0.332,0.289,0
PSEC,5753,-0.137,3.29,0.0,0.0,-0.371,-0.166,-0.16,-0.241,0.064,-0.939,0.137,0.137,-0.234,-0.029,-0.023,-0.103,0.201,0
PSFE,5990,-0.757,11.769,-0.329,-0.182,-1.521,-0.413,-1.239,-0.015,-1.752,-0.603,0.428,0.575,-0.765,0.343,-0.482,0.742,-0.995,1
PSIX,3039,2.257,16.175,0.504,-1.039,2.049,1.618,0.85,1.108,-2.63,-1.73,-1.753,-3.295,-0.208,-0.638,-1.407,-1.148,-4.887,3
PSMT,7019,0.458,4.049,1.562,0.547,0.026,0.372,0.903,0.078,0.542,-2.178,1.104,0.088,-0.432,-0.086,0.445,-0.381,0.083,0
PSN,8734,0.482,5.058,0.955,0.272,0.203,0.444,0.636,0.368,0.331,-1.777,0.473,-0.21,-0.28,-0.038,0.154,-0.115,-0.151,0
PSNL,3257,-0.364,12.741,1.976,-2.213,-0.381,-1.523,2.916,-3.246,3.345,-8.204,2.341,-1.849,-0.017,-1.159,3.28,-2.881,3.709,1
PSNY,5018,-2.212,13.679,-2.252,-2.308,-1.566,-0.294,-2.728,-0.104,-1.397,-4.265,-0.04,-0.095,0.646,1.919,-0.516,2.108,0.815,3
PSX,8867,0.543,4.925,0.415,0.463,0.69,0.693,0.402,0.875,0.971,-1.107,-0.128,-0.08,0.147,0.151,-0.141,0.332,0.428,0
PTC,8867,0.06,4.156,0.551,0.124,0.016,-0.149,0.546,-0.515,0.465,-1.091,0.491,0.064,-0.044,-0.209,0.486,-0.575,0.405,0
PTCT,8831,0.12,7.987,0.85,0.333,-0.566,-0.272,1.593,0.486,0.334,-0.654,0.73,0.213,-0.686,-0.392,1.472,0.365,0.214,1
PTEN,8867,0.0,7.595,1.455,0.0,-0.188,-0.3,1.066,0.393,-0.329,-1.91,1.455,0.0,-0.188,-0.3,1.066,0.393,-0.329,1
PTGX,8472,0.524,10.825,1.334,0.738,0.222,0.575,1.087,1.315,-0.377,1.668,0.81,0.214,-0.302,0.051,0.563,0.791,-0.901,0
PTLO,7516,-0.999,7.546,-1.274,-0.803,-1.265,-0.621,-0.782,-0.989,-1.715,-4.958,-0.275,0.196,-0.266,0.378,0.217,0.01,-0.716,2
PTON,7106,-1.576,11.631,-1.741,-1.489,-2.097,-2.243,-2.916,-1.962,-0.697,-6.214,-0.165,0.087,-0.521,-0.668,-1.34,-0.386,0.878,2
PUBM,7138,-0.478,10.214,-0.084,-0.615,-0.931,-0.148,0.126,0.888,-1.926,-1.359,0.394,-0.137,-0.454,0.33,0.604,1.366,-1.448,0
PUMP,8298,0.244,8.906,1.801,0.558,-0.043,0.129,0.881,-0.187,0.469,-3.086,1.557,0.314,-0.287,-0.115,0.637,-0.43,0.225,1
PVH,8867,0.108,6.636,0.232,-0.059,0.519,0.127,0.204,0.287,0.154,-2.309,0.124,-0.167,0.411,0.019,0.096,0.179,0.046,0
PWP,5431,0.32,8.327,0.196,0.487,0.402,0.16,0.085,0.361,0.532,-2.665,-0.124,0.167,0.082,-0.16,-0.234,0.041,0.213,2
PWR,8867,0.961,4.579,1.461,1.239,1.0,0.585,1.144,0.717,-0.217,-0.673,0.5,0.278,0.039,-0.376,0.183,-0.243,-1.178,0
PYPL,8867,-0.325,5.965,-0.446,0.057,0.022,-0.142,-0.339,-0.417,-0.574,-0.592,-0.121,0.382,0.346,0.183,-0.014,-0.093,-0.249,0
PZZA,8867,-0.621,5.857,-0.563,-0.195,-0.189,-0.805,0.274,-0.964,-0.762,-4.048,0.057,0.426,0.432,-0.185,0.894,-0.344,-0.142,1
QCOM,8867,0.012,5.755,0.1,0.066,-0.374,-0.222,-0.161,0.251,0.107,-3.919,0.087,0.053,-0.386,-0.235,-0.173,0.238,0.095,0
QCRH,3446,0.581,6.322,1.31,0.304,1.009,0.489,1.045,2.178,-0.054,-4.118,0.729,-0.277,0.428,-0.092,0.464,1.597,-0.635,0
QDEL,8866,-0.58,8.336,0.922,-0.457,-0.737,-0.983,0.853,-1.164,0.911,0.036,1.502,0.122,-0.158,-0.403,1.432,-0.585,1.491,1
QGEN,8867,0.089,3.682,-0.265,0.268,0.401,0.092,0.331,-0.084,-0.145,-3.645,-0.354,0.179,0.313,0.004,0.242,-0.173,-0.233,0
QLYS,8866,0.296,5.811,0.535,0.372,0.213,0.121,0.434,-0.072,0.128,-2.195,0.239,0.076,-0.083,-0.175,0.138,-0.368,-0.168,0
QNST,5240,0.411,9.187,0.801,0.576,0.481,0.123,0.411,0.376,-0.638,-0.216,0.39,0.165,0.07,-0.288,0.0,-0.035,-1.049,0
QRVO,8867,-0.065,5.458,0.32,0.011,-0.397,-0.072,0.356,-0.697,0.718,-1.632,0.384,0.076,-0.332,-0.007,0.421,-0.632,0.782,0
QS,8099,-1.143,12.204,0.164,-0.696,-2.246,-0.143,0.29,-2.786,-0.989,-4.348,1.307,0.447,-1.103,1.0,1.432,-1.643,0.153,1
QSR,8867,0.075,3.099,-0.242,0.202,0.435,0.0,0.15,0.126,-0.758,0.015,-0.316,0.127,0.36,-0.075,0.075,0.051,-0.833,0
QTRX,5377,-1.024,12.204,1.592,-0.947,-1.138,-2.203,0.446,-3.505,-1.699,-6.083,2.616,0.077,-0.113,-1.179,1.47,-2.481,-0.675,1
QTWO,8817,-0.065,6.959,-0.059,0.114,0.423,-0.093,-0.806,0.411,-0.357,-3.013,0.006,0.18,0.488,-0.027,-0.741,0.476,-0.292,2
QUBT,3038,-1.66,17.387,2.481,-2.093,-4.75,-2.48,2.139,-0.121,-8.86,-3.226,4.141,-0.433,-3.09,-0.82,3.799,1.538,-7.2,1
QURE,7515,-0.294,15.145,0.195,-0.13,-1.009,0.262,0.042,-1.369,0.082,-3.519,0.489,0.165,-0.715,0.557,0.336,-1.075,0.376,1
QXO,3559,-0.696,11.331,0.801,-0.73,-0.149,-0.932,-0.052,-2.603,-0.888,-4.015,1.497,-0.034,0.547,-0.236,0.644,-1.907,-0.192,1
R,8851,0.565,4.595,1.385,0.652,0.533,0.57,1.184,0.337,0.032,-2.776,0.819,0.087,-0.032,0.005,0.619,-0.228,-0.533,0
RACE,8866,0.417,4.153,0.16,0.342,0.568,0.435,0.161,0.341,0.143,-1.039,-0.256,-0.075,0.152,0.018,-0.256,-0.076,-0.274,0
RAMP,8749,0.0,6.457,0.392,0.454,0.33,-0.034,0.403,-0.132,-0.239,-0.978,0.392,0.454,0.33,-0.034,0.403,-0.132,-0.239,0
RARE,8865,-0.09,7.318,0.719,-0.358,-0.706,-0.405,-0.365,-0.223,-2.057,-4.112,0.809,-0.268,-0.616,-0.315,-0.275,-0.133,-1.967,1
RBA,8864,0.359,4.094,0.757,0.12,0.522,0.513,0.302,0.164,-0.842,-0.309,0.399,-0.238,0.164,0.155,-0.057,-0.195,-1.2,0
RBC,7102,0.388,4.829,0.514,0.527,0.239,0.329,0.569,0.632,0.388,-1.299,0.127,0.139,-0.149,-0.058,0.181,0.244,0.0,0
RBLX,8867,0.31,9.324,-0.19,0.526,0.181,0.263,0.049,0.06,-0.489,-10.088,-0.5,0.216,-0.129,-0.047,-0.261,-0.249,-0.799,2
RBRK,3927,0.589,9.276,0.028,0.0,0.54,0.665,-0.279,-1.52,-1.673,-4.465,-0.561,-0.589,-0.049,0.076,-0.868,-2.109,-2.262,2
RC,6315,-0.15,4.734,0.408,0.211,-0.218,-0.271,0.657,-1.354,-0.315,0.892,0.558,0.361,-0.068,-0.121,0.807,-1.204,-0.165,0
RCI,8843,0.043,3.386,-0.566,0.136,0.064,0.134,-0.566,0.215,0.337,-0.549,-0.609,0.094,0.021,0.092,-0.608,0.172,0.294,0
RCKT,6481,-1.396,10.452,-1.531,-1.498,-1.127,-1.512,-2.375,-1.775,-0.608,-3.025,-0.135,-0.102,0.268,-0.116,-0.98,-0.379,0.788,2
RCL,8867,0.725,6.718,0.742,0.139,0.944,0.862,0.364,1.269,0.09,-0.02,0.017,-0.586,0.219,0.137,-0.362,0.544,-0.635,0
RCUS,8354,-0.43,8.892,-0.388,-0.652,0.418,-0.591,-0.278,0.0,2.426,0.47,0.042,-0.223,0.848,-0.162,0.152,0.43,2.856,2
RDDT,4095,1.256,10.752,-2.453,1.463,0.511,1.1,-0.371,0.277,0.115,4.137,-3.709,0.207,-0.745,-0.157,-1.627,-0.979,-1.141,2
RDN,8866,0.29,3.545,0.071,0.435,0.19,0.123,0.04,0.366,0.46,-0.923,-0.219,0.146,-0.1,-0.166,-0.25,0.076,0.171,0
RDNT,7472,0.349,6.794,1.488,0.314,0.478,-0.19,2.562,1.235,-0.73,-5.997,1.139,-0.036,0.129,-0.54,2.212,0.886,-1.079,1
RDW,3802,-0.993,16.93,-3.301,-2.876,1.163,2.612,-5.335,2.112,-6.45,-2.284,-2.308,-1.883,2.156,3.605,-4.342,3.105,-5.458,3
RDWR,3852,0.279,7.613,0.768,0.034,0.68,1.724,-1.012,2.147,0.946,-2.281,0.489,-0.244,0.401,1.446,-1.291,1.868,0.667,3
REAL,4324,-0.383,11.965,-1.416,-0.714,0.193,-0.853,-1.45,-0.29,2.138,-4.417,-1.033,-0.331,0.576,-0.471,-1.068,0.093,2.521,2
REG,8867,0.224,2.918,0.763,0.422,0.224,-0.034,0.59,0.343,0.323,-0.486,0.539,0.198,0.001,-0.258,0.366,0.119,0.099,0
REGN,8867,0.239,4.357,0.292,0.329,0.162,0.047,0.436,0.386,-0.357,-1.526,0.052,0.09,-0.078,-0.192,0.196,0.146,-0.597,0
RELY,8256,0.138,8.522,-0.323,-0.318,1.112,1.051,-1.001,0.629,1.242,-4.184,-0.461,-0.455,0.975,0.914,-1.139,0.492,1.104,2
REPL,6379,-0.5,13.471,-0.252,0.0,-0.556,-1.652,0.31,0.0,0.541,-8.605,0.248,0.5,-0.055,-1.152,0.81,0.5,1.041,1
RES,7073,0.096,7.232,1.085,-0.174,-0.172,-0.515,0.137,-0.06,-0.014,-2.312,0.99,-0.269,-0.267,-0.611,0.041,-0.156,-0.11,0
REX,3403,0.905,8.468,1.378,1.211,1.16,0.548,1.04,2.897,-0.12,-4.65,0.473,0.306,0.255,-0.357,0.135,1.992,-1.026,2
REXR,8867,-0.054,3.73,0.041,-0.22,0.0,-0.036,0.055,-0.456,0.293,-1.556,0.095,-0.165,0.054,0.019,0.109,-0.402,0.348,0
REYN,8425,-0.106,2.996,0.551,-0.18,-0.233,-0.071,0.411,-0.186,-0.176,0.061,0.657,-0.074,-0.127,0.035,0.518,-0.08,-0.07,0
REZI,8617,0.365,6.642,0.445,0.55,0.147,0.619,0.982,-0.297,0.805,-3.377,0.08,0.185,-0.217,0.255,0.618,-0.662,0.441,0
RF,8867,0.405,4.373,0.0,0.475,0.259,0.132,0.089,0.776,-0.16,-2.523,-0.405,0.069,-0.146,-0.273,-0.317,0.371,-0.565,0
RGA,8865,0.47,3.654,1.083,0.424,0.344,0.314,0.651,0.517,0.245,-2.616,0.613,-0.046,-0.126,-0.156,0.181,0.047,-0.225,0
RGEN,8867,-0.117,7.115,0.644,-0.298,0.504,0.154,0.26,-0.055,0.063,-2.933,0.762,-0.18,0.621,0.271,0.378,0.062,0.181,0
RGLD,8867,0.231,4.575,0.318,-0.233,0.389,0.453,0.178,0.64,0.326,-1.384,0.087,-0.464,0.158,0.222,-0.054,0.409,0.094,0
RGNX,7120,-0.803,12.007,-0.578,-0.533,-0.51,-1.448,-0.702,0.08,-3.265,-6.007,0.225,0.27,0.293,-0.645,0.101,0.883,-2.463,2
RGR,5870,-0.278,5.037,-0.338,0.006,0.165,-0.526,-0.16,0.231,-0.656,-6.252,-0.06,0.284,0.443,-0.248,0.118,0.509,-0.378,2
RGTI,3055,-0.524,18.851,0.136,-0.679,0.793,-1.226,-0.304,-3.099,-3.862,-26.796,0.66,-0.155,1.317,-0.701,0.221,-2.574,-3.337,3
RH,8867,-0.112,8.345,-0.45,0.183,-0.496,-0.011,-0.016,0.229,-0.53,-3.857,-0.339,0.295,-0.384,0.1,0.095,0.341,-0.418,2
RHI,8867,-0.193,4.821,0.091,0.027,-0.275,0.047,0.059,-0.166,-0.752,-1.846,0.284,0.22,-0.082,0.241,0.252,0.027,-0.559,0
RHP,8862,0.256,4.225,0.536,0.041,0.076,0.0,0.511,0.333,0.327,-1.015,0.28,-0.215,-0.181,-0.256,0.255,0.076,0.071,0
RIG,3577,0.166,6.955,0.737,-0.175,-0.236,0.96,1.305,0.486,-0.341,2.574,0.572,-0.341,-0.402,0.794,1.14,0.32,-0.507,0
RIGL,4066,-0.852,16.643,-2.024,-1.589,1.024,-0.347,-2.217,3.013,0.63,-5.844,-1.172,-0.737,1.876,0.505,-1.365,3.865,1.482,3
RILY,6827,-0.664,12.771,0.838,-0.641,-0.702,-0.31,-2.302,0.495,-0.733,-3.279,1.502,0.023,-0.038,0.354,-1.638,1.159,-0.069,3
RIOT,8492,-0.475,13.811,-2.186,0.078,-1.112,0.215,-2.486,-0.638,-1.753,-4.034,-1.711,0.553,-0.637,0.69,-2.011,-0.162,-1.278,2
RITM,6966,0.265,3.477,0.103,0.128,0.111,0.432,0.0,0.754,0.107,-1.1,-0.162,-0.137,-0.154,0.167,-0.265,0.489,-0.158,0
RIVN,8227,-0.785,10.779,-1.352,-0.383,-0.652,-0.347,-0.611,0.135,1.1,-7.358,-0.567,0.403,0.133,0.438,0.174,0.92,1.886,2
RJF,8867,0.476,4.013,0.566,0.372,0.418,0.355,0.544,0.428,0.979,-3.413,0.09,-0.103,-0.058,-0.12,0.068,-0.048,0.504,0
RKLB,5859,0.0,12.863,0.0,-0.54,-0.343,-0.515,0.015,-1.023,1.812,-1.8,0.0,-0.54,-0.343,-0.515,0.015,-1.023,1.812,1
RKT,8866,-0.327,7.739,-0.79,-0.222,0.161,-0.175,-1.05,0.494,-0.367,-5.155,-0.463,0.105,0.488,0.152,-0.723,0.821,-0.04,2
RL,8867,0.375,4.994,0.497,0.482,0.722,0.122,0.762,-0.305,1.341,-3.266,0.123,0.107,0.348,-0.253,0.387,-0.679,0.966,0
RLAY,7010,-0.849,10.817,-1.623,-0.697,-1.024,-1.171,-0.267,0.101,-3.583,-1.761,-0.774,0.152,-0.175,-0.321,0.582,0.951,-2.734,2
RLI,8531,-0.054,3.329,0.448,0.225,0.179,-0.272,0.538,-0.242,-0.031,-2.858,0.502,0.279,0.233,-0.218,0.592,-0.188,0.023,0
RLJ,8780,-0.1,4.478,0.409,-0.111,-0.373,-0.308,0.597,-0.871,-0.601,-2.53,0.509,-0.01,-0.273,-0.207,0.697,-0.771,-0.501,0
RMBS,8851,0.656,7.543,1.217,0.722,0.355,0.217,1.645,0.484,2.882,0.275,0.561,0.066,-0.301,-0.439,0.988,-0.172,2.226,0
RMD,8867,0.078,4.273,0.237,0.172,-0.107,-0.287,0.373,-0.065,0.927,-1.49,0.159,0.094,-0.185,-0.365,0.295,-0.143,0.849,0
RNA,6832,0.221,12.646,0.609,0.138,0.042,0.277,0.765,-0.272,4.977,-3.073,0.388,-0.083,-0.179,0.056,0.544,-0.493,4.756,1
RNG,8867,-0.623,8.499,-0.574,-0.392,-0.35,-1.235,-1.256,-0.261,-0.098,-1.728,0.049,0.231,0.273,-0.613,-0.634,0.362,0.524,2
RNR,8867,0.262,3.663,1.108,0.243,0.048,0.124,0.888,0.042,0.111,0.066,0.846,-0.019,-0.214,-0.138,0.626,-0.22,-0.151,0
RNST,6688,-0.027,5.04,0.226,-0.331,-0.601,0.0,0.084,0.179,-0.977,-3.34,0.253,-0.304,-0.574,0.027,0.111,0.206,-0.951,0
RNW,5070,0.0,7.272,1.51,-0.264,-0.718,-0.359,0.661,-0.833,0.212,-0.877,1.51,-0.264,-0.718,-0.359,0.661,-0.833,0.212,1
ROAD,7448,0.501,6.918,0.816,0.736,0.646,0.71,0.759,0.775,-0.106,-2.371,0.315,0.235,0.145,0.209,0.258,0.274,-0.607,0
ROCK,7522,-0.303,6.083,0.261,0.02,0.077,0.0,0.022,-0.247,-0.424,-3.56,0.564,0.323,0.38,0.303,0.325,0.056,-0.12,0
ROG,8023,0.033,6.351,0.042,0.139,-0.113,-0.004,0.079,-0.112,0.055,-3.079,0.01,0.106,-0.146,-0.037,0.046,-0.145,0.022,0
ROIV,6792,0.639,7.988,1.894,0.51,0.483,0.771,1.189,0.091,0.929,-0.513,1.255,-0.129,-0.156,0.132,0.55,-0.548,0.29,0
ROK,8867,0.258,4.289,0.281,0.585,0.332,0.132,0.438,0.313,0.283,-3.251,0.023,0.327,0.074,-0.126,0.18,0.055,0.025,0
ROKU,8867,-0.2,9.212,-0.516,0.238,-0.564,-0.014,-1.067,-0.388,0.349,-1.114,-0.316,0.438,-0.364,0.187,-0.867,-0.188,0.55,2
ROL,8867,0.203,3.548,0.405,0.141,0.31,0.085,0.085,0.443,1.133,0.45,0.202,-0.062,0.107,-0.118,-0.118,0.24,0.93,0
ROOT,5988,-1.548,15.14,-1.323,-1.594,-0.642,-0.67,-1.73,-2.699,1.722,-9.184,0.225,-0.046,0.905,0.877,-0.182,-1.151,3.269,3
ROP,8867,0.067,3.066,0.384,0.175,0.153,-0.106,0.66,0.016,-0.05,-2.115,0.318,0.109,0.086,-0.173,0.593,-0.05,-0.116,0
ROST,8867,0.329,3.955,-0.268,0.427,0.449,0.45,0.131,0.667,0.137,-1.46,-0.598,0.097,0.12,0.121,-0.199,0.337,-0.192,0
