ticker,n,base,std,ovs,mid,cross,green3,panic3,gapsoft,z11,wtop,r_ovs,r_mid,r_cross,r_green3,r_panic3,r_gapsoft,r_z11,cluster
TECH,8867,-0.181,5.601,0.0,-0.286,-0.378,-0.302,-0.343,-0.487,-0.099,-2.817,0.181,-0.105,-0.198,-0.121,-0.163,-0.306,0.082,1
TEL,8867,0.292,3.935,0.315,0.456,0.233,0.364,0.259,0.718,0.66,-5.345,0.023,0.163,-0.06,0.072,-0.034,0.426,0.368,0
TER,8867,0.646,6.777,0.496,1.089,0.481,-0.015,-0.041,-0.072,2.338,-1.931,-0.15,0.443,-0.166,-0.662,-0.687,-0.718,1.692,2
TFC,8867,0.195,4.372,0.266,0.184,-0.01,0.047,0.196,-0.052,0.233,-3.581,0.072,-0.01,-0.205,-0.148,0.001,-0.247,0.038,2
TFX,8867,-0.237,4.76,-0.229,-0.084,-0.311,-0.442,-0.239,-0.533,0.702,0.072,0.008,0.154,-0.074,-0.204,-0.001,-0.296,0.939,2
TGT,8867,-0.112,4.9,0.065,-0.334,-0.05,0.432,0.072,-0.054,-0.044,-1.599,0.177,-0.222,0.062,0.544,0.184,0.058,0.068,0
TJX,8867,0.304,3.047,0.603,0.464,0.585,0.242,0.691,0.512,0.609,0.009,0.299,0.159,0.281,-0.062,0.387,0.207,0.305,2
TKO,5019,0.308,4.713,0.66,0.337,0.398,0.19,0.673,0.971,-0.166,-1.865,0.352,0.029,0.09,-0.117,0.365,0.663,-0.474,2
TM,8867,-0.014,3.838,-0.037,0.029,0.262,-0.325,-0.205,0.247,0.61,-1.495,-0.023,0.044,0.277,-0.31,-0.191,0.261,0.624,0
TMO,8867,0.17,3.873,0.153,0.421,0.131,0.078,0.526,0.343,0.473,-0.598,-0.016,0.251,-0.038,-0.092,0.356,0.173,0.303,2
TMUS,8867,0.084,3.365,0.487,0.025,0.002,0.112,0.206,0.008,1.052,-3.319,0.403,-0.059,-0.082,0.029,0.122,-0.075,0.969,2
TOST,8473,0.193,8.352,0.687,0.63,-0.117,0.138,0.2,0.307,0.659,-2.887,0.494,0.437,-0.31,-0.055,0.007,0.115,0.466,2
TPL,8052,0.264,6.874,0.571,0.477,-0.273,-0.163,0.954,1.139,0.354,-3.02,0.307,0.213,-0.537,-0.427,0.69,0.875,0.09,2
TPR,8867,0.568,5.327,0.437,0.397,0.622,0.553,0.787,0.824,0.773,-0.255,-0.131,-0.171,0.054,-0.015,0.219,0.256,0.205,2
TRGP,8867,0.977,4.409,1.57,1.303,0.674,0.807,1.667,0.725,0.582,1.506,0.592,0.326,-0.303,-0.171,0.69,-0.252,-0.396,2
TRMB,8867,0.045,4.574,-0.254,0.212,-0.233,0.018,-0.447,0.26,0.035,-1.351,-0.299,0.167,-0.278,-0.027,-0.492,0.215,-0.01,0
TROW,8867,-0.14,4.044,0.034,-0.132,-0.442,-0.352,-0.122,-0.154,-0.491,-1.879,0.175,0.008,-0.301,-0.212,0.019,-0.014,-0.35,2
TRV,8867,0.379,2.95,0.5,0.451,0.248,0.599,0.155,0.281,0.316,-0.355,0.121,0.072,-0.131,0.22,-0.225,-0.098,-0.063,0
TSCO,8867,0.069,3.982,0.088,0.304,0.243,-0.107,0.112,-0.372,0.722,-1.223,0.019,0.235,0.174,-0.176,0.043,-0.44,0.653,2
TSLA,8867,-0.101,8.432,0.382,-0.395,-0.524,0.17,-0.112,0.034,-2.267,-2.909,0.483,-0.294,-0.424,0.271,-0.011,0.135,-2.166,1
TSN,8867,-0.055,3.507,0.361,0.018,-0.189,-0.113,0.413,-0.069,0.31,-1.073,0.415,0.073,-0.134,-0.059,0.468,-0.015,0.364,2
TT,8867,0.397,3.805,-0.071,0.038,0.276,0.2,0.105,0.449,1.038,-3.543,-0.467,-0.358,-0.121,-0.197,-0.292,0.053,0.641,0
TTD,8867,-0.106,9.293,-0.035,-0.32,0.443,-0.136,0.002,0.059,-1.139,-8.58,0.07,-0.214,0.549,-0.031,0.108,0.164,-1.033,1
TTWO,8867,0.287,4.501,0.322,0.435,0.453,0.304,0.553,-0.262,0.737,-2.284,0.035,0.148,0.166,0.017,0.267,-0.549,0.45,2
TWLO,8867,0.234,8.558,1.196,0.483,0.028,-0.092,0.914,0.088,0.783,-5.332,0.962,0.249,-0.206,-0.326,0.68,-0.146,0.549,1
TXN,8867,0.057,4.262,0.003,0.191,0.01,-0.068,0.006,-0.455,1.06,-0.707,-0.055,0.134,-0.047,-0.125,-0.051,-0.512,1.003,2
TXT,8867,0.291,3.678,0.939,0.558,0.29,0.154,0.901,0.42,0.618,-0.688,0.648,0.267,-0.001,-0.137,0.61,0.129,0.327,2
TYL,8864,-0.003,4.349,0.532,0.102,-0.112,-0.291,0.058,-0.148,0.389,-1.753,0.535,0.106,-0.108,-0.287,0.062,-0.145,0.392,2
U,8867,-0.43,10.839,-1.049,-0.493,0.0,-0.352,-1.327,-0.656,-0.226,0.306,-0.619,-0.063,0.43,0.077,-0.898,-0.226,0.204,0
UAL,8867,0.477,6.924,-0.283,0.772,1.191,0.474,-0.069,0.763,-0.359,-1.203,-0.76,0.295,0.714,-0.002,-0.545,0.287,-0.836,0
UBER,8867,0.113,6.285,1.146,0.022,-0.613,-0.422,0.923,-0.345,-0.071,-2.44,1.033,-0.091,-0.725,-0.534,0.81,-0.457,-0.183,1
UDR,8867,0.0,3.203,0.479,-0.025,0.0,0.035,-0.128,-0.235,0.259,-1.513,0.479,-0.025,0.0,0.035,-0.128,-0.235,0.259,2
UHS,8867,0.225,4.771,-0.492,0.224,0.079,0.377,0.162,0.158,-0.352,-1.799,-0.717,-0.001,-0.146,0.152,-0.063,-0.067,-0.577,0
ULTA,8867,0.387,4.775,0.703,0.255,0.769,0.125,0.676,0.954,-0.862,-0.987,0.315,-0.132,0.382,-0.262,0.289,0.567,-1.249,2
UNH,8867,0.252,4.765,0.36,0.289,0.337,0.37,0.489,0.106,-0.41,-2.778,0.107,0.037,0.085,0.118,0.237,-0.146,-0.663,0
UNP,8867,0.002,3.148,0.12,0.134,-0.057,-0.028,-0.008,0.267,-0.14,-2.119,0.118,0.133,-0.059,-0.03,-0.01,0.265,-0.142,2
UPS,8867,0.123,4.048,0.456,0.369,0.073,-0.044,0.818,0.322,0.598,-0.214,0.334,0.246,-0.05,-0.166,0.695,0.2,0.475,2
UPST,8867,-0.647,14.789,-0.92,-1.235,-0.23,0.703,-1.334,-1.233,-3.674,-3.39,-0.273,-0.588,0.418,1.35,-0.687,-0.586,-3.026,0
URI,8867,0.399,5.54,0.758,0.411,0.362,0.406,0.82,0.025,0.76,-1.12,0.36,0.012,-0.036,0.007,0.421,-0.374,0.362,2
USB,8867,0.208,4.059,0.301,0.252,-0.016,-0.031,0.425,0.204,0.022,-1.129,0.093,0.044,-0.224,-0.24,0.216,-0.004,-0.187,2
V,8867,0.329,3.078,0.498,0.469,0.565,0.239,0.824,0.177,0.801,-0.721,0.17,0.14,0.237,-0.09,0.495,-0.152,0.472,2
VEEV,8867,-0.13,5.523,0.062,0.033,0.428,-0.292,-0.092,0.175,-0.609,-0.869,0.193,0.163,0.558,-0.162,0.038,0.306,-0.478,0
VICI,8867,0.029,2.93,0.452,-0.104,-0.226,0.204,0.107,-0.356,0.065,0.039,0.422,-0.133,-0.255,0.174,0.077,-0.385,0.036,2
VLO,8867,0.643,5.169,0.541,0.603,0.595,0.554,0.66,0.482,1.675,-1.692,-0.102,-0.04,-0.048,-0.089,0.017,-0.161,1.032,2
VLTO,4921,0.2,2.955,0.441,0.103,0.078,0.094,0.446,-0.039,-0.074,0.392,0.242,-0.096,-0.122,-0.106,0.246,-0.239,-0.273,2
VMC,8867,0.271,3.545,0.29,0.181,0.222,0.239,0.519,0.407,1.303,-2.005,0.018,-0.09,-0.05,-0.033,0.248,0.135,1.032,2
VRSK,8867,0.308,3.593,0.244,0.186,0.413,0.133,0.136,0.11,1.138,-4.441,-0.064,-0.122,0.104,-0.175,-0.173,-0.199,0.83,0
VRSN,8867,0.282,3.624,0.282,0.252,0.324,0.176,0.109,0.404,0.739,-0.958,-0.0,-0.03,0.042,-0.106,-0.173,0.122,0.457,0
VRT,8867,1.286,8.78,0.695,1.507,1.377,1.336,0.521,1.524,1.8,-6.42,-0.59,0.221,0.091,0.05,-0.765,0.239,0.514,0
VRTX,8867,0.422,3.822,0.847,0.361,0.353,0.34,0.661,0.354,0.762,-0.025,0.425,-0.061,-0.069,-0.082,0.239,-0.068,0.339,2
VST,8867,0.741,6.354,2.434,0.821,0.222,0.778,1.945,0.329,1.671,-1.338,1.693,0.081,-0.519,0.037,1.204,-0.412,0.93,2
VTR,8867,0.265,3.555,0.649,0.117,0.142,0.475,0.493,0.435,0.326,-2.007,0.384,-0.149,-0.123,0.209,0.227,0.17,0.061,2
VTRS,8867,0.103,4.872,0.103,0.088,0.285,0.0,0.509,-0.396,0.365,-1.027,-0.0,-0.016,0.182,-0.103,0.406,-0.499,0.261,2
VZ,8867,-0.093,3.184,0.232,0.108,-0.327,-0.171,0.097,-0.391,-0.758,-0.81,0.325,0.201,-0.234,-0.077,0.19,-0.297,-0.665,2
WAB,8867,0.651,3.496,0.866,0.799,0.513,0.629,1.249,0.835,0.814,-0.431,0.214,0.148,-0.138,-0.022,0.597,0.184,0.162,2
WAT,8866,0.039,4.592,0.083,0.103,0.054,-0.039,0.384,0.298,1.045,-0.908,0.044,0.064,0.015,-0.077,0.345,0.259,1.006,2
WBA,7277,-0.388,5.408,-0.171,-0.358,-0.667,-0.601,0.254,-0.945,0.439,-1.907,0.216,0.029,-0.279,-0.213,0.642,-0.557,0.826,1
WBD,7505,0.074,7.783,0.583,0.228,-0.309,0.0,0.567,0.084,0.846,-1.393,0.509,0.155,-0.383,-0.074,0.494,0.011,0.772,2
WDAY,8867,-0.119,5.579,0.745,-0.313,-0.105,-0.316,0.322,-0.452,-1.677,-4.717,0.864,-0.194,0.014,-0.197,0.44,-0.333,-1.558,1
WDC,8867,1.022,7.72,-0.642,1.412,1.414,0.999,0.181,0.797,1.94,-2.731,-1.664,0.39,0.392,-0.023,-0.841,-0.225,0.918,0
WEC,8867,0.224,2.638,0.371,0.239,0.561,0.253,0.439,0.062,0.789,-0.215,0.146,0.014,0.336,0.028,0.215,-0.162,0.564,2
WELL,8867,0.494,3.384,1.053,0.52,0.121,0.453,0.906,0.662,1.218,-1.507,0.56,0.027,-0.373,-0.04,0.412,0.169,0.724,2
WFC,8867,0.5,4.304,0.137,0.334,0.768,0.437,0.067,-0.174,-0.071,-3.26,-0.363,-0.167,0.268,-0.063,-0.433,-0.675,-0.571,0
WHR,8867,-0.489,5.674,0.073,-0.246,-0.819,-0.811,0.137,-0.439,-0.094,-1.5,0.562,0.243,-0.33,-0.322,0.626,0.05,0.395,1
WIX,8867,-0.334,8.412,0.053,-0.598,-0.38,-0.733,-0.454,-0.233,-0.826,-3.354,0.387,-0.264,-0.046,-0.399,-0.12,0.101,-0.492,1
WM,8867,0.272,2.561,0.334,0.159,0.286,0.226,0.288,0.205,0.751,-1.553,0.062,-0.113,0.014,-0.047,0.015,-0.067,0.478,2
WMB,8867,0.529,3.419,0.922,0.682,0.512,0.715,0.832,0.113,0.743,0.464,0.393,0.153,-0.017,0.186,0.303,-0.416,0.214,2
WMT,8867,0.489,3.118,0.656,0.556,0.778,0.424,0.619,0.768,0.34,-0.337,0.167,0.067,0.289,-0.065,0.13,0.279,-0.149,2
WPM,8867,0.624,5.207,1.315,0.125,0.94,0.686,0.476,1.075,0.266,-1.433,0.691,-0.5,0.316,0.062,-0.148,0.451,-0.358,0
WRB,8867,0.481,3.016,1.298,0.689,0.459,0.437,0.737,0.597,0.031,-0.364,0.817,0.208,-0.022,-0.044,0.256,0.116,-0.45,2
WRK,5277,0.345,4.499,1.103,0.511,0.17,0.225,0.766,0.849,0.817,0.659,0.758,0.166,-0.174,-0.12,0.421,0.504,0.472,2
WSM,8867,0.24,5.99,0.722,0.123,-0.036,0.217,0.263,0.219,-0.132,-0.792,0.482,-0.117,-0.276,-0.023,0.023,-0.021,-0.372,2
WST,8867,0.372,5.292,0.035,0.703,0.423,0.225,0.142,0.538,0.12,-2.415,-0.337,0.331,0.051,-0.147,-0.23,0.166,-0.252,0
WTW,7946,0.31,3.323,0.964,0.458,0.22,0.045,0.855,0.479,0.754,0.168,0.654,0.148,-0.09,-0.265,0.545,0.169,0.444,2
WY,8867,-0.194,3.573,0.306,-0.336,-0.192,-0.161,0.418,-0.286,0.305,-1.13,0.5,-0.142,0.002,0.033,0.612,-0.093,0.499,2
WYNN,8867,-0.016,5.867,0.395,0.076,-0.455,-0.387,0.809,-0.343,-0.901,-4.672,0.411,0.093,-0.439,-0.371,0.825,-0.326,-0.885,1
XEL,8867,0.175,2.899,-0.066,0.388,0.164,0.047,0.175,0.044,0.767,-0.659,-0.241,0.213,-0.011,-0.128,0.0,-0.131,0.592,2
XOM,8867,0.441,3.783,0.975,0.502,0.362,0.189,0.39,-0.056,0.843,1.016,0.534,0.061,-0.079,-0.252,-0.051,-0.497,0.402,2
XPEV,8867,-0.841,10.83,-1.13,-0.591,-0.226,-1.39,-1.176,0.202,0.49,-4.283,-0.29,0.25,0.615,-0.549,-0.335,1.043,1.331,0
XRAY,8867,-0.38,5.086,-0.064,-0.591,-0.382,-0.808,-0.3,-0.585,-0.353,-1.558,0.316,-0.211,-0.002,-0.428,0.08,-0.205,0.027,1
XYL,8867,0.199,3.665,-0.098,0.268,0.079,0.198,0.198,0.108,0.823,-1.241,-0.297,0.069,-0.12,-0.001,-0.001,-0.091,0.624,0
YUM,8867,0.069,2.892,0.45,0.133,-0.024,0.017,0.133,0.102,0.914,-1.904,0.381,0.064,-0.093,-0.052,0.064,0.033,0.845,2
ZBH,8867,0.041,3.705,0.034,-0.079,0.063,0.066,0.019,0.405,0.739,-2.059,-0.007,-0.12,0.022,0.025,-0.022,0.365,0.698,0
ZBRA,8867,-0.018,5.651,-0.423,0.04,-0.257,0.256,-0.542,-0.041,0.204,-4.603,-0.406,0.058,-0.24,0.274,-0.524,-0.023,0.222,0
ZION,8867,0.434,5.722,1.077,0.337,0.263,0.189,0.638,-0.394,-0.418,-2.276,0.642,-0.097,-0.171,-0.245,0.204,-0.828,-0.852,1
ZS,8867,0.263,7.757,0.137,-0.301,0.277,0.545,0.264,-0.052,0.597,-0.979,-0.126,-0.564,0.014,0.282,0.001,-0.315,0.333,0
ZTS,8867,0.04,4.244,0.502,0.084,0.193,-0.132,0.264,0.112,0.548,-2.884,0.462,0.044,0.154,-0.171,0.225,0.072,0.508,2
